,id,questionnaire_id,user_id,question_id,answer_text,question_option_id,created_at,updated_at,16,17,18,19,20,21,22,23,24,25,26
181,548,2,121,22,,29,2021-03-15 09:30:07,2021-03-15 09:30:07,nan,nan,nan,nan,nan,nan,3,nan,nan,nan,nan
182,549,2,121,23,,19,2021-03-15 09:30:07,2021-03-15 09:30:07,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan
183,550,2,121,24,,32,2021-03-15 09:30:07,2021-03-15 09:30:07,nan,nan,nan,nan,nan,nan,nan,nan,6,nan,nan
184,551,2,121,25,,29,2021-03-15 09:30:07,2021-03-15 09:30:07,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,nan
185,552,2,121,26,boca muy amarga,32,2021-03-15 09:30:07,2021-03-15 09:30:07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6
186,558,2,121,26,,5,2021-03-17 07:37:53,2021-03-17 07:37:53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,null
187,559,2,121,17,,27,2021-03-17 07:37:53,2021-03-17 07:37:53,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan
188,560,2,121,18,,9,2021-03-17 07:37:53,2021-03-17 07:37:53,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
189,561,2,121,19,,11,2021-03-17 07:37:53,2021-03-17 07:37:53,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
190,562,2,121,20,,13,2021-03-17 07:37:53,2021-03-17 07:37:53,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan
191,563,2,121,21,,28,2021-03-17 07:37:53,2021-03-17 07:37:53,nan,nan,nan,nan,nan,2,nan,nan,nan,nan,nan
192,564,2,121,22,,28,2021-03-17 07:37:53,2021-03-17 07:37:53,nan,nan,nan,nan,nan,nan,2,nan,nan,nan,nan
193,565,2,121,23,,28,2021-03-17 07:37:53,2021-03-17 07:37:53,nan,nan,nan,nan,nan,nan,nan,2,nan,nan,nan
194,566,2,121,24,,27,2021-03-17 07:37:53,2021-03-17 07:37:53,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan
195,567,2,121,25,,28,2021-03-17 07:37:53,2021-03-17 07:37:53,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan
196,568,2,121,26,boca sabor amargo,25,2021-03-17 07:37:53,2021-03-17 07:37:53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
197,599,2,121,26,,27,2021-03-19 08:27:58,2021-03-19 08:27:58,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
198,600,2,121,17,,28,2021-03-19 08:27:58,2021-03-19 08:27:58,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan
199,601,2,121,18,,9,2021-03-19 08:27:58,2021-03-19 08:27:58,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
200,602,2,121,19,,11,2021-03-19 08:27:58,2021-03-19 08:27:58,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
201,603,2,121,20,,13,2021-03-19 08:27:58,2021-03-19 08:27:58,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan
202,604,2,121,21,,28,2021-03-19 08:27:58,2021-03-19 08:27:58,nan,nan,nan,nan,nan,2,nan,nan,nan,nan,nan
203,605,2,121,22,,28,2021-03-19 08:27:58,2021-03-19 08:27:58,nan,nan,nan,nan,nan,nan,2,nan,nan,nan,nan
204,606,2,121,23,,28,2021-03-19 08:27:58,2021-03-19 08:27:58,nan,nan,nan,nan,nan,nan,nan,2,nan,nan,nan
205,607,2,121,24,,29,2021-03-19 08:27:58,2021-03-19 08:27:58,nan,nan,nan,nan,nan,nan,nan,nan,3,nan,nan
206,608,2,121,25,,29,2021-03-19 08:27:58,2021-03-19 08:27:58,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,nan
207,609,2,121,26,boca amarga,25,2021-03-19 08:27:58,2021-03-19 08:27:58,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
208,616,2,121,17,,27,2021-03-22 09:27:43,2021-03-22 09:27:43,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan
209,435,2,122,26,,25,2021-02-26 11:37:33,2021-02-26 11:37:33,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
210,434,2,122,25,,29,2021-02-26 11:37:33,2021-02-26 11:37:33,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,nan
211,433,2,122,24,,31,2021-02-26 11:37:33,2021-02-26 11:37:33,nan,nan,nan,nan,nan,nan,nan,nan,5,nan,nan
212,432,2,122,23,,19,2021-02-26 11:37:33,2021-02-26 11:37:33,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan
213,431,2,122,22,,17,2021-02-26 11:37:33,2021-02-26 11:37:33,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan
214,430,2,122,21,,29,2021-02-26 11:37:33,2021-02-26 11:37:33,nan,nan,nan,nan,nan,3,nan,nan,nan,nan,nan
215,429,2,122,20,,13,2021-02-26 11:37:33,2021-02-26 11:37:33,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan
216,428,2,122,19,,11,2021-02-26 11:37:33,2021-02-26 11:37:33,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
217,427,2,122,18,,9,2021-02-26 11:37:33,2021-02-26 11:37:33,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
218,426,2,122,17,,7,2021-02-26 11:37:33,2021-02-26 11:37:33,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
219,425,2,122,26,,5,2021-02-26 11:37:33,2021-02-26 11:37:33,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,null
220,404,2,122,26,,25,2021-02-24 13:10:20,2021-02-24 13:10:20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
221,403,2,122,25,,29,2021-02-24 13:10:20,2021-02-24 13:10:20,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,nan
222,402,2,122,24,,31,2021-02-24 13:10:20,2021-02-24 13:10:20,nan,nan,nan,nan,nan,nan,nan,nan,5,nan,nan
223,401,2,122,23,,19,2021-02-24 13:10:20,2021-02-24 13:10:20,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan
224,400,2,122,22,,17,2021-02-24 13:10:20,2021-02-24 13:10:20,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan
225,399,2,122,21,,27,2021-02-24 13:10:20,2021-02-24 13:10:20,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan
226,398,2,122,20,,13,2021-02-24 13:10:20,2021-02-24 13:10:20,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan
227,397,2,122,19,,11,2021-02-24 13:10:20,2021-02-24 13:10:20,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
228,396,2,122,18,,9,2021-02-24 13:10:20,2021-02-24 13:10:20,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
229,395,2,122,17,,7,2021-02-24 13:10:20,2021-02-24 13:10:20,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
230,481,2,122,26,,25,2021-03-08 13:06:32,2021-03-08 13:06:32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
231,480,2,122,25,,29,2021-03-08 13:06:32,2021-03-08 13:06:32,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,nan
232,479,2,122,24,,31,2021-03-08 13:06:32,2021-03-08 13:06:32,nan,nan,nan,nan,nan,nan,nan,nan,5,nan,nan
233,478,2,122,23,,19,2021-03-08 13:06:32,2021-03-08 13:06:32,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan
234,477,2,122,22,,17,2021-03-08 13:06:32,2021-03-08 13:06:32,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan
235,476,2,122,21,,29,2021-03-08 13:06:32,2021-03-08 13:06:32,nan,nan,nan,nan,nan,3,nan,nan,nan,nan,nan
236,475,2,122,20,,13,2021-03-08 13:06:32,2021-03-08 13:06:32,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan
237,474,2,122,19,,11,2021-03-08 13:06:32,2021-03-08 13:06:32,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
238,473,2,122,18,,9,2021-03-08 13:06:32,2021-03-08 13:06:32,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
239,472,2,122,17,,7,2021-03-08 13:06:32,2021-03-08 13:06:32,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
240,357,2,122,26,,5,2021-02-19 16:31:36,2021-02-19 16:31:36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,null
241,471,2,122,26,,5,2021-03-08 13:06:32,2021-03-08 13:06:32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,null
242,358,2,122,17,,27,2021-02-19 16:31:36,2021-02-19 16:31:36,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan
243,359,2,122,18,,9,2021-02-19 16:31:36,2021-02-19 16:31:36,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
244,360,2,122,19,,11,2021-02-19 16:31:36,2021-02-19 16:31:36,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
245,361,2,122,20,,27,2021-02-19 16:31:36,2021-02-19 16:31:36,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan
246,362,2,122,21,,28,2021-02-19 16:31:36,2021-02-19 16:31:36,nan,nan,nan,nan,nan,2,nan,nan,nan,nan,nan
247,363,2,122,22,,17,2021-02-19 16:31:36,2021-02-19 16:31:36,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan
248,364,2,122,23,,27,2021-02-19 16:31:36,2021-02-19 16:31:36,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan
249,365,2,122,24,,31,2021-02-19 16:31:36,2021-02-19 16:31:36,nan,nan,nan,nan,nan,nan,nan,nan,5,nan,nan
250,366,2,122,25,,29,2021-02-19 16:31:36,2021-02-19 16:31:36,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,nan
251,367,2,122,26,,25,2021-02-19 16:31:36,2021-02-19 16:31:36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
252,378,2,122,26,,5,2021-02-22 11:06:06,2021-02-22 11:06:06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,null
253,379,2,122,17,,7,2021-02-22 11:06:06,2021-02-22 11:06:06,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
254,380,2,122,18,,9,2021-02-22 11:06:06,2021-02-22 11:06:06,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
255,381,2,122,19,,11,2021-02-22 11:06:06,2021-02-22 11:06:06,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
256,382,2,122,20,,13,2021-02-22 11:06:06,2021-02-22 11:06:06,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan
257,383,2,122,21,,15,2021-02-22 11:06:06,2021-02-22 11:06:06,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan
258,384,2,122,22,,17,2021-02-22 11:06:06,2021-02-22 11:06:06,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan
259,385,2,122,23,,27,2021-02-22 11:06:06,2021-02-22 11:06:06,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan
260,386,2,122,24,,31,2021-02-22 11:06:06,2021-02-22 11:06:06,nan,nan,nan,nan,nan,nan,nan,nan,5,nan,nan
261,387,2,122,25,,29,2021-02-22 11:06:06,2021-02-22 11:06:06,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,nan
262,388,2,122,26,,25,2021-02-22 11:06:06,2021-02-22 11:06:06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
263,394,2,122,26,,5,2021-02-24 13:10:20,2021-02-24 13:10:20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,null
264,2799,2,123,17,,30,2021-06-04 07:09:19,2021-06-04 07:09:19,nan,4,nan,nan,nan,nan,nan,nan,nan,nan,nan
265,2577,2,123,18,,28,2021-05-31 09:11:55,2021-05-31 09:11:55,nan,nan,2,nan,nan,nan,nan,nan,nan,nan,nan
266,2578,2,123,19,,29,2021-05-31 09:11:55,2021-05-31 09:11:55,nan,nan,nan,3,nan,nan,nan,nan,nan,nan,nan
267,2579,2,123,20,,27,2021-05-31 09:11:55,2021-05-31 09:11:55,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan
268,2580,2,123,21,,32,2021-05-31 09:11:55,2021-05-31 09:11:55,nan,nan,nan,nan,nan,6,nan,nan,nan,nan,nan
269,2581,2,123,22,,28,2021-05-31 09:11:55,2021-05-31 09:11:55,nan,nan,nan,nan,nan,nan,2,nan,nan,nan,nan
270,2582,2,123,23,,28,2021-05-31 09:11:55,2021-05-31 09:11:55,nan,nan,nan,nan,nan,nan,nan,2,nan,nan,nan
271,2583,2,123,24,,31,2021-05-31 09:11:55,2021-05-31 09:11:55,nan,nan,nan,nan,nan,nan,nan,nan,5,nan,nan
272,2584,2,123,25,,30,2021-05-31 09:11:55,2021-05-31 09:11:55,nan,nan,nan,nan,nan,nan,nan,nan,nan,4,nan
273,2585,2,123,26,,32,2021-05-31 09:11:55,2021-05-31 09:11:55,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6
274,2679,2,123,16,,33,2021-06-02 05:49:07,2021-06-02 05:49:07,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
275,2680,2,123,17,,33,2021-06-02 05:49:07,2021-06-02 05:49:07,nan,7,nan,nan,nan,nan,nan,nan,nan,nan,nan
276,2681,2,123,18,,31,2021-06-02 05:49:07,2021-06-02 05:49:07,nan,nan,5,nan,nan,nan,nan,nan,nan,nan,nan
277,2682,2,123,19,,11,2021-06-02 05:49:07,2021-06-02 05:49:07,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
278,2683,2,123,20,,13,2021-06-02 05:49:07,2021-06-02 05:49:07,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan
279,2684,2,123,21,,28,2021-06-02 05:49:07,2021-06-02 05:49:07,nan,nan,nan,nan,nan,2,nan,nan,nan,nan,nan
280,2685,2,123,22,,29,2021-06-02 05:49:07,2021-06-02 05:49:07,nan,nan,nan,nan,nan,nan,3,nan,nan,nan,nan
281,2686,2,123,23,,28,2021-06-02 05:49:07,2021-06-02 05:49:07,nan,nan,nan,nan,nan,nan,nan,2,nan,nan,nan
282,2687,2,123,24,,33,2021-06-02 05:49:07,2021-06-02 05:49:07,nan,nan,nan,nan,nan,nan,nan,nan,7,nan,nan
283,2688,2,123,25,,30,2021-06-02 05:49:07,2021-06-02 05:49:07,nan,nan,nan,nan,nan,nan,nan,nan,nan,4,nan
284,2689,2,123,26,,30,2021-06-02 05:49:07,2021-06-02 05:49:07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4
285,2250,2,123,26,,25,2021-05-21 15:16:42,2021-05-21 15:16:42,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
286,2075,2,123,16,,32,2021-05-17 08:46:48,2021-05-17 08:46:48,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
287,2076,2,123,17,,33,2021-05-17 08:46:48,2021-05-17 08:46:48,nan,7,nan,nan,nan,nan,nan,nan,nan,nan,nan
288,2077,2,123,18,,9,2021-05-17 08:46:48,2021-05-17 08:46:48,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
289,2078,2,123,19,,11,2021-05-17 08:46:48,2021-05-17 08:46:48,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
290,2079,2,123,20,,32,2021-05-17 08:46:48,2021-05-17 08:46:48,nan,nan,nan,nan,6,nan,nan,nan,nan,nan,nan
291,2080,2,123,21,,33,2021-05-17 08:46:48,2021-05-17 08:46:48,nan,nan,nan,nan,nan,7,nan,nan,nan,nan,nan
292,2081,2,123,22,,33,2021-05-17 08:46:48,2021-05-17 08:46:48,nan,nan,nan,nan,nan,nan,7,nan,nan,nan,nan
293,2082,2,123,23,,19,2021-05-17 08:46:48,2021-05-17 08:46:48,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan
294,2083,2,123,24,,31,2021-05-17 08:46:48,2021-05-17 08:46:48,nan,nan,nan,nan,nan,nan,nan,nan,5,nan,nan
295,2084,2,123,25,,23,2021-05-17 08:46:48,2021-05-17 08:46:48,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
296,2085,2,123,26,,25,2021-05-17 08:46:48,2021-05-17 08:46:48,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
297,2249,2,123,25,,31,2021-05-21 15:16:42,2021-05-21 15:16:42,nan,nan,nan,nan,nan,nan,nan,nan,nan,5,nan
298,2248,2,123,24,,33,2021-05-21 15:16:42,2021-05-21 15:16:42,nan,nan,nan,nan,nan,nan,nan,nan,7,nan,nan
299,2247,2,123,23,,19,2021-05-21 15:16:42,2021-05-21 15:16:42,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan
300,2246,2,123,22,,17,2021-05-21 15:16:42,2021-05-21 15:16:42,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan
301,2245,2,123,21,,34,2021-05-21 15:16:42,2021-05-21 15:16:42,nan,nan,nan,nan,nan,8,nan,nan,nan,nan,nan
302,2244,2,123,20,,32,2021-05-21 15:16:42,2021-05-21 15:16:42,nan,nan,nan,nan,6,nan,nan,nan,nan,nan,nan
303,2243,2,123,19,,11,2021-05-21 15:16:42,2021-05-21 15:16:42,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
304,2242,2,123,18,,32,2021-05-21 15:16:42,2021-05-21 15:16:42,nan,nan,6,nan,nan,nan,nan,nan,nan,nan,nan
305,2241,2,123,17,,33,2021-05-21 15:16:42,2021-05-21 15:16:42,nan,7,nan,nan,nan,nan,nan,nan,nan,nan,nan
306,2240,2,123,16,,32,2021-05-21 15:16:42,2021-05-21 15:16:42,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
307,2913,2,123,26,,28,2021-06-07 05:44:18,2021-06-07 05:44:18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
308,2912,2,123,25,,30,2021-06-07 05:44:18,2021-06-07 05:44:18,nan,nan,nan,nan,nan,nan,nan,nan,nan,4,nan
309,2911,2,123,24,,33,2021-06-07 05:44:18,2021-06-07 05:44:18,nan,nan,nan,nan,nan,nan,nan,nan,7,nan,nan
310,2910,2,123,23,,28,2021-06-07 05:44:18,2021-06-07 05:44:18,nan,nan,nan,nan,nan,nan,nan,2,nan,nan,nan
311,2909,2,123,22,,29,2021-06-07 05:44:18,2021-06-07 05:44:18,nan,nan,nan,nan,nan,nan,3,nan,nan,nan,nan
312,2908,2,123,21,,31,2021-06-07 05:44:18,2021-06-07 05:44:18,nan,nan,nan,nan,nan,5,nan,nan,nan,nan,nan
313,2907,2,123,20,,13,2021-06-07 05:44:18,2021-06-07 05:44:18,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan
314,2906,2,123,19,,11,2021-06-07 05:44:18,2021-06-07 05:44:18,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
315,2905,2,123,18,,29,2021-06-07 05:44:18,2021-06-07 05:44:18,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan
316,2904,2,123,17,,30,2021-06-07 05:44:18,2021-06-07 05:44:18,nan,4,nan,nan,nan,nan,nan,nan,nan,nan,nan
317,2903,2,123,16,,28,2021-06-07 05:44:18,2021-06-07 05:44:18,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
318,2130,2,123,16,,31,2021-05-19 13:20:40,2021-05-19 13:20:40,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
319,2131,2,123,17,,31,2021-05-19 13:20:40,2021-05-19 13:20:40,nan,5,nan,nan,nan,nan,nan,nan,nan,nan,nan
320,2132,2,123,18,,30,2021-05-19 13:20:40,2021-05-19 13:20:40,nan,nan,4,nan,nan,nan,nan,nan,nan,nan,nan
321,2133,2,123,19,,11,2021-05-19 13:20:40,2021-05-19 13:20:40,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
322,2134,2,123,20,,31,2021-05-19 13:20:40,2021-05-19 13:20:40,nan,nan,nan,nan,5,nan,nan,nan,nan,nan,nan
323,2135,2,123,21,,34,2021-05-19 13:20:40,2021-05-19 13:20:40,nan,nan,nan,nan,nan,8,nan,nan,nan,nan,nan
324,2136,2,123,22,,32,2021-05-19 13:20:40,2021-05-19 13:20:40,nan,nan,nan,nan,nan,nan,6,nan,nan,nan,nan
325,2137,2,123,23,,29,2021-05-19 13:20:40,2021-05-19 13:20:40,nan,nan,nan,nan,nan,nan,nan,3,nan,nan,nan
326,2138,2,123,24,,31,2021-05-19 13:20:40,2021-05-19 13:20:40,nan,nan,nan,nan,nan,nan,nan,nan,5,nan,nan
327,2139,2,123,25,,32,2021-05-19 13:20:40,2021-05-19 13:20:40,nan,nan,nan,nan,nan,nan,nan,nan,nan,6,nan
328,2140,2,123,26,"dolor de garganta ,congention nasal",32,2021-05-19 13:20:40,2021-05-19 13:20:40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6
329,2808,2,123,26,,28,2021-06-04 07:09:19,2021-06-04 07:09:19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
330,2807,2,123,25,,29,2021-06-04 07:09:19,2021-06-04 07:09:19,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,nan
331,2806,2,123,24,,33,2021-06-04 07:09:19,2021-06-04 07:09:19,nan,nan,nan,nan,nan,nan,nan,nan,7,nan,nan
332,2805,2,123,23,,19,2021-06-04 07:09:19,2021-06-04 07:09:19,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan
333,2804,2,123,22,,28,2021-06-04 07:09:19,2021-06-04 07:09:19,nan,nan,nan,nan,nan,nan,2,nan,nan,nan,nan
334,2803,2,123,21,,32,2021-06-04 07:09:19,2021-06-04 07:09:19,nan,nan,nan,nan,nan,6,nan,nan,nan,nan,nan
335,2802,2,123,20,,13,2021-06-04 07:09:19,2021-06-04 07:09:19,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan
336,2801,2,123,19,,11,2021-06-04 07:09:19,2021-06-04 07:09:19,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
337,2800,2,123,18,,9,2021-06-04 07:09:19,2021-06-04 07:09:19,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan
338,2576,2,123,17,,30,2021-05-31 09:11:55,2021-05-31 09:11:55,nan,4,nan,nan,nan,nan,nan,nan,nan,nan,nan
339,2798,2,123,16,,5,2021-06-04 07:09:19,2021-06-04 07:09:19,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
340,2575,2,123,16,,30,2021-05-31 09:11:55,2021-05-31 09:11:55,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
341,2486,2,125,26,,25,2021-05-28 08:05:32,2021-05-28 08:05:32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
342,2485,2,125,25,,29,2021-05-28 08:05:32,2021-05-28 08:05:32,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,nan
343,2484,2,125,24,,28,2021-05-28 08:05:32,2021-05-28 08:05:32,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,nan
344,2483,2,125,23,,27,2021-05-28 08:05:32,2021-05-28 08:05:32,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan
345,2482,2,125,22,,27,2021-05-28 08:05:32,2021-05-28 08:05:32,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan
346,2481,2,125,21,,30,2021-05-28 08:05:32,2021-05-28 08:05:32,nan,nan,nan,nan,nan,4,nan,nan,nan,nan,nan
347,2480,2,125,20,,29,2021-05-28 08:05:32,2021-05-28 08:05:32,nan,nan,nan,nan,3,nan,nan,nan,nan,nan,nan
348,2479,2,125,19,,11,2021-05-28 08:05:32,2021-05-28 08:05:32,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
349,2478,2,125,18,,28,2021-05-28 08:05:32,2021-05-28 08:05:32,nan,nan,2,nan,nan,nan,nan,nan,nan,nan,nan
350,2477,2,125,17,,28,2021-05-28 08:05:32,2021-05-28 08:05:32,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan
351,2476,2,125,16,,27,2021-05-28 08:05:32,2021-05-28 08:05:32,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
352,2564,2,125,16,,27,2021-05-31 08:21:37,2021-05-31 08:21:37,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
353,2565,2,125,17,,29,2021-05-31 08:21:37,2021-05-31 08:21:37,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan
354,2566,2,125,18,,28,2021-05-31 08:21:37,2021-05-31 08:21:37,nan,nan,2,nan,nan,nan,nan,nan,nan,nan,nan
355,2567,2,125,19,,11,2021-05-31 08:21:37,2021-05-31 08:21:37,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
356,2568,2,125,20,,28,2021-05-31 08:21:37,2021-05-31 08:21:37,nan,nan,nan,nan,2,nan,nan,nan,nan,nan,nan
357,2569,2,125,21,,30,2021-05-31 08:21:37,2021-05-31 08:21:37,nan,nan,nan,nan,nan,4,nan,nan,nan,nan,nan
358,2570,2,125,22,,28,2021-05-31 08:21:37,2021-05-31 08:21:37,nan,nan,nan,nan,nan,nan,2,nan,nan,nan,nan
359,2571,2,125,23,,27,2021-05-31 08:21:37,2021-05-31 08:21:37,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan
360,2572,2,125,24,,28,2021-05-31 08:21:37,2021-05-31 08:21:37,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,nan
361,2573,2,125,25,,28,2021-05-31 08:21:37,2021-05-31 08:21:37,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan
362,2574,2,125,26,,25,2021-05-31 08:21:37,2021-05-31 08:21:37,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
363,2699,2,125,25,,28,2021-06-02 08:42:44,2021-06-02 08:42:44,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan
364,2698,2,125,24,,27,2021-06-02 08:42:44,2021-06-02 08:42:44,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan
365,2697,2,125,23,,28,2021-06-02 08:42:44,2021-06-02 08:42:44,nan,nan,nan,nan,nan,nan,nan,2,nan,nan,nan
366,2696,2,125,22,,29,2021-06-02 08:42:44,2021-06-02 08:42:44,nan,nan,nan,nan,nan,nan,3,nan,nan,nan,nan
367,2695,2,125,21,,30,2021-06-02 08:42:44,2021-06-02 08:42:44,nan,nan,nan,nan,nan,4,nan,nan,nan,nan,nan
368,2694,2,125,20,,28,2021-06-02 08:42:44,2021-06-02 08:42:44,nan,nan,nan,nan,2,nan,nan,nan,nan,nan,nan
369,2693,2,125,19,,11,2021-06-02 08:42:44,2021-06-02 08:42:44,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan
370,2692,2,125,18,,27,2021-06-02 08:42:44,2021-06-02 08:42:44,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan
371,2691,2,125,17,,27,2021-06-02 08:42:44,2021-06-02 08:42:44,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan
372,2690,2,125,16,,28,2021-06-02 08:42:44,2021-06-02 08:42:44,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
373,2820,2,125,16,,27,2021-06-04 09:13:08,2021-06-04 09:13:08,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
374,2427,2,125,26,,25,2021-05-26 08:51:02,2021-05-26 08:51:02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
