,Unnamed: 0,id,questionnaire_id,user_id,question_id,answer_text,question_option_id,created_at,updated_at,16,17,18,19,20,21,22,23,24,25,26,wereable
360,360,2572,2,125,24,,28,2021-05-31 08:21:37,2021-05-31 08:21:37,,,,,,,,,2.0,,,W013
362,362,2574,2,125,26,,25,2021-05-31 08:21:37,2021-05-31 08:21:37,,,,,,,,,,,0.0,W013
361,361,2573,2,125,25,,28,2021-05-31 08:21:37,2021-05-31 08:21:37,,,,,,,,,,2.0,,W013
439,439,2700,2,125,26,,25,2021-06-02 08:42:44,2021-06-02 08:42:44,,,,,,,,,,,0.0,W013
363,363,2699,2,125,25,,28,2021-06-02 08:42:44,2021-06-02 08:42:44,,,,,,,,,,2.0,,W013
364,364,2698,2,125,24,,27,2021-06-02 08:42:44,2021-06-02 08:42:44,,,,,,,,,1.0,,,W013
365,365,2697,2,125,23,,28,2021-06-02 08:42:44,2021-06-02 08:42:44,,,,,,,,2.0,,,,W013
366,366,2696,2,125,22,,29,2021-06-02 08:42:44,2021-06-02 08:42:44,,,,,,,3.0,,,,,W013
367,367,2695,2,125,21,,30,2021-06-02 08:42:44,2021-06-02 08:42:44,,,,,,4.0,,,,,,W013
368,368,2694,2,125,20,,28,2021-06-02 08:42:44,2021-06-02 08:42:44,,,,,2.0,,,,,,,W013
369,369,2693,2,125,19,,11,2021-06-02 08:42:44,2021-06-02 08:42:44,,,,0.0,,,,,,,,W013
370,370,2692,2,125,18,,27,2021-06-02 08:42:44,2021-06-02 08:42:44,,,1.0,,,,,,,,,W013
371,371,2691,2,125,17,,27,2021-06-02 08:42:44,2021-06-02 08:42:44,,1.0,,,,,,,,,,W013
372,372,2690,2,125,16,,28,2021-06-02 08:42:44,2021-06-02 08:42:44,2.0,,,,,,,,,,,W013
373,373,2820,2,125,16,,27,2021-06-04 09:13:08,2021-06-04 09:13:08,1.0,,,,,,,,,,,W013
430,430,2829,2,125,25,,27,2021-06-04 09:13:08,2021-06-04 09:13:08,,,,,,,,,,1.0,,W013
431,431,2828,2,125,24,,27,2021-06-04 09:13:08,2021-06-04 09:13:08,,,,,,,,,1.0,,,W013
432,432,2827,2,125,23,,27,2021-06-04 09:13:08,2021-06-04 09:13:08,,,,,,,,1.0,,,,W013
433,433,2826,2,125,22,,27,2021-06-04 09:13:08,2021-06-04 09:13:08,,,,,,,1.0,,,,,W013
434,434,2825,2,125,21,,30,2021-06-04 09:13:08,2021-06-04 09:13:08,,,,,,4.0,,,,,,W013
438,438,2821,2,125,17,,27,2021-06-04 09:13:08,2021-06-04 09:13:08,,1.0,,,,,,,,,,W013
435,435,2824,2,125,20,,29,2021-06-04 09:13:08,2021-06-04 09:13:08,,,,,3.0,,,,,,,W013
436,436,2823,2,125,19,,11,2021-06-04 09:13:08,2021-06-04 09:13:08,,,,0.0,,,,,,,,W013
437,437,2822,2,125,18,,27,2021-06-04 09:13:08,2021-06-04 09:13:08,,,1.0,,,,,,,,,W013
429,429,2830,2,125,26,,25,2021-06-04 09:13:08,2021-06-04 09:13:08,,,,,,,,,,,0.0,W013
394,394,2926,2,125,17,,28,2021-06-07 08:38:24,2021-06-07 08:38:24,,2.0,,,,,,,,,,W013
390,390,2930,2,125,21,,30,2021-06-07 08:38:24,2021-06-07 08:38:24,,,,,,4.0,,,,,,W013
393,393,2927,2,125,18,,28,2021-06-07 08:38:24,2021-06-07 08:38:24,,,2.0,,,,,,,,,W013
392,392,2928,2,125,19,,11,2021-06-07 08:38:24,2021-06-07 08:38:24,,,,0.0,,,,,,,,W013
391,391,2929,2,125,20,,29,2021-06-07 08:38:24,2021-06-07 08:38:24,,,,,3.0,,,,,,,W013
389,389,2931,2,125,22,,28,2021-06-07 08:38:24,2021-06-07 08:38:24,,,,,,,2.0,,,,,W013
388,388,2932,2,125,23,,27,2021-06-07 08:38:24,2021-06-07 08:38:24,,,,,,,,1.0,,,,W013
387,387,2933,2,125,24,,27,2021-06-07 08:38:24,2021-06-07 08:38:24,,,,,,,,,1.0,,,W013
386,386,2934,2,125,25,,28,2021-06-07 08:38:24,2021-06-07 08:38:24,,,,,,,,,,2.0,,W013
395,395,2925,2,125,16,,27,2021-06-07 08:38:24,2021-06-07 08:38:24,1.0,,,,,,,,,,,W013
385,385,2935,2,125,26,,25,2021-06-07 08:38:24,2021-06-07 08:38:24,,,,,,,,,,,0.0,W013
420,420,2955,2,125,19,,11,2021-06-09 09:29:25,2021-06-09 09:29:25,,,,0.0,,,,,,,,W013
417,417,2952,2,125,16,,27,2021-06-09 09:29:25,2021-06-09 09:29:25,1.0,,,,,,,,,,,W013
427,427,2962,2,125,26,,25,2021-06-09 09:29:25,2021-06-09 09:29:25,,,,,,,,,,,0.0,W013
426,426,2961,2,125,25,,28,2021-06-09 09:29:25,2021-06-09 09:29:25,,,,,,,,,,2.0,,W013
425,425,2960,2,125,24,,21,2021-06-09 09:29:25,2021-06-09 09:29:25,,,,,,,,,0.0,,,W013
424,424,2959,2,125,23,,27,2021-06-09 09:29:25,2021-06-09 09:29:25,,,,,,,,1.0,,,,W013
423,423,2958,2,125,22,,27,2021-06-09 09:29:25,2021-06-09 09:29:25,,,,,,,1.0,,,,,W013
422,422,2957,2,125,21,,30,2021-06-09 09:29:25,2021-06-09 09:29:25,,,,,,4.0,,,,,,W013
421,421,2956,2,125,20,,30,2021-06-09 09:29:25,2021-06-09 09:29:25,,,,,4.0,,,,,,,W013
419,419,2954,2,125,18,,29,2021-06-09 09:29:25,2021-06-09 09:29:25,,,3.0,,,,,,,,,W013
418,418,2953,2,125,17,,29,2021-06-09 09:29:25,2021-06-09 09:29:25,,3.0,,,,,,,,,,W013
