,Unnamed: 0,id,questionnaire_id,user_id,question_id,answer_text,question_option_id,created_at,updated_at,16,17,18,19,20,21,22,23,24,25,26,wereable
712,712,2127,2,128,24,,21,2021-05-19 11:23:25,2021-05-19 11:23:25,,,,,,,,,0.0,,,W016
713,713,2128,2,128,25,,23,2021-05-19 11:23:25,2021-05-19 11:23:25,,,,,,,,,,0.0,,W016
704,704,2119,2,128,16,,5,2021-05-19 11:23:25,2021-05-19 11:23:25,0.0,,,,,,,,,,,W016
709,709,2124,2,128,21,,15,2021-05-19 11:23:25,2021-05-19 11:23:25,,,,,,0.0,,,,,,W016
660,660,2195,2,128,26,,25,2021-05-21 13:13:20,2021-05-21 13:13:20,,,,,,,,,,,0.0,W016
670,670,2185,2,128,16,,5,2021-05-21 13:13:20,2021-05-21 13:13:20,0.0,,,,,,,,,,,W016
661,661,2194,2,128,25,,23,2021-05-21 13:13:20,2021-05-21 13:13:20,,,,,,,,,,0.0,,W016
662,662,2193,2,128,24,,21,2021-05-21 13:13:20,2021-05-21 13:13:20,,,,,,,,,0.0,,,W016
663,663,2192,2,128,23,,19,2021-05-21 13:13:20,2021-05-21 13:13:20,,,,,,,,0.0,,,,W016
664,664,2191,2,128,22,,27,2021-05-21 13:13:20,2021-05-21 13:13:20,,,,,,,1.0,,,,,W016
665,665,2190,2,128,21,,15,2021-05-21 13:13:20,2021-05-21 13:13:20,,,,,,0.0,,,,,,W016
666,666,2189,2,128,20,,27,2021-05-21 13:13:20,2021-05-21 13:13:20,,,,,1.0,,,,,,,W016
667,667,2188,2,128,19,,11,2021-05-21 13:13:20,2021-05-21 13:13:20,,,,0.0,,,,,,,,W016
668,668,2187,2,128,18,,9,2021-05-21 13:13:20,2021-05-21 13:13:20,,,0.0,,,,,,,,,W016
669,669,2186,2,128,17,,27,2021-05-21 13:13:20,2021-05-21 13:13:20,,1.0,,,,,,,,,,W016
728,728,2362,2,128,24,,21,2021-05-24 09:50:57,2021-05-24 09:50:57,,,,,,,,,0.0,,,W016
729,729,2361,2,128,23,,27,2021-05-24 09:50:57,2021-05-24 09:50:57,,,,,,,,1.0,,,,W016
730,730,2360,2,128,22,,17,2021-05-24 09:50:57,2021-05-24 09:50:57,,,,,,,0.0,,,,,W016
732,732,2358,2,128,20,,27,2021-05-24 09:50:57,2021-05-24 09:50:57,,,,,1.0,,,,,,,W016
731,731,2359,2,128,21,,15,2021-05-24 09:50:57,2021-05-24 09:50:57,,,,,,0.0,,,,,,W016
734,734,2356,2,128,18,,9,2021-05-24 09:50:57,2021-05-24 09:50:57,,,0.0,,,,,,,,,W016
735,735,2355,2,128,17,,27,2021-05-24 09:50:57,2021-05-24 09:50:57,,1.0,,,,,,,,,,W016
736,736,2354,2,128,16,,5,2021-05-24 09:50:57,2021-05-24 09:50:57,0.0,,,,,,,,,,,W016
727,727,2363,2,128,25,,23,2021-05-24 09:50:57,2021-05-24 09:50:57,,,,,,,,,,0.0,,W016
733,733,2357,2,128,19,,11,2021-05-24 09:50:57,2021-05-24 09:50:57,,,,0.0,,,,,,,,W016
726,726,2364,2,128,26,,25,2021-05-24 09:50:57,2021-05-24 09:50:57,,,,,,,,,,,0.0,W016
692,692,2406,2,128,16,,27,2021-05-26 08:41:58,2021-05-26 08:41:58,1.0,,,,,,,,,,,W016
691,691,2407,2,128,17,,27,2021-05-26 08:41:58,2021-05-26 08:41:58,,1.0,,,,,,,,,,W016
688,688,2410,2,128,20,,27,2021-05-26 08:41:58,2021-05-26 08:41:58,,,,,1.0,,,,,,,W016
686,686,2412,2,128,22,,17,2021-05-26 08:41:58,2021-05-26 08:41:58,,,,,,,0.0,,,,,W016
685,685,2413,2,128,23,,19,2021-05-26 08:41:58,2021-05-26 08:41:58,,,,,,,,0.0,,,,W016
684,684,2414,2,128,24,,27,2021-05-26 08:41:58,2021-05-26 08:41:58,,,,,,,,,1.0,,,W016
683,683,2415,2,128,25,,23,2021-05-26 08:41:58,2021-05-26 08:41:58,,,,,,,,,,0.0,,W016
682,682,2416,2,128,26,2 vacuna me sentó mal,25,2021-05-26 08:41:58,2021-05-26 08:41:58,,,,,,,,,,,0.0,W016
689,689,2409,2,128,19,,11,2021-05-26 08:41:58,2021-05-26 08:41:58,,,,0.0,,,,,,,,W016
690,690,2408,2,128,18,,27,2021-05-26 08:41:58,2021-05-26 08:41:58,,,1.0,,,,,,,,,W016
687,687,2411,2,128,21,,15,2021-05-26 08:41:58,2021-05-26 08:41:58,,,,,,0.0,,,,,,W016
681,681,2542,2,128,16,,5,2021-05-28 19:58:52,2021-05-28 19:58:52,0.0,,,,,,,,,,,W016
671,671,2552,2,128,26,,25,2021-05-28 19:58:52,2021-05-28 19:58:52,,,,,,,,,,,0.0,W016
679,679,2544,2,128,18,,9,2021-05-28 19:58:52,2021-05-28 19:58:52,,,0.0,,,,,,,,,W016
678,678,2545,2,128,19,,11,2021-05-28 19:58:52,2021-05-28 19:58:52,,,,0.0,,,,,,,,W016
677,677,2546,2,128,20,,27,2021-05-28 19:58:52,2021-05-28 19:58:52,,,,,1.0,,,,,,,W016
676,676,2547,2,128,21,,15,2021-05-28 19:58:52,2021-05-28 19:58:52,,,,,,0.0,,,,,,W016
680,680,2543,2,128,17,,7,2021-05-28 19:58:52,2021-05-28 19:58:52,,0.0,,,,,,,,,,W016
674,674,2549,2,128,23,,19,2021-05-28 19:58:52,2021-05-28 19:58:52,,,,,,,,0.0,,,,W016
673,673,2550,2,128,24,,21,2021-05-28 19:58:52,2021-05-28 19:58:52,,,,,,,,,0.0,,,W016
672,672,2551,2,128,25,,23,2021-05-28 19:58:52,2021-05-28 19:58:52,,,,,,,,,,0.0,,W016
675,675,2548,2,128,22,,17,2021-05-28 19:58:52,2021-05-28 19:58:52,,,,,,,0.0,,,,,W016
718,718,2666,2,128,19,,11,2021-05-31 20:17:31,2021-05-31 20:17:31,,,,0.0,,,,,,,,W016
719,719,2667,2,128,20,,27,2021-05-31 20:17:31,2021-05-31 20:17:31,,,,,1.0,,,,,,,W016
720,720,2668,2,128,21,,15,2021-05-31 20:17:31,2021-05-31 20:17:31,,,,,,0.0,,,,,,W016
721,721,2669,2,128,22,,17,2021-05-31 20:17:31,2021-05-31 20:17:31,,,,,,,0.0,,,,,W016
722,722,2670,2,128,23,,19,2021-05-31 20:17:31,2021-05-31 20:17:31,,,,,,,,0.0,,,,W016
723,723,2671,2,128,24,,27,2021-05-31 20:17:31,2021-05-31 20:17:31,,,,,,,,,1.0,,,W016
724,724,2672,2,128,25,,23,2021-05-31 20:17:31,2021-05-31 20:17:31,,,,,,,,,,0.0,,W016
725,725,2673,2,128,26,,25,2021-05-31 20:17:31,2021-05-31 20:17:31,,,,,,,,,,,0.0,W016
715,715,2663,2,128,16,,5,2021-05-31 20:17:31,2021-05-31 20:17:31,0.0,,,,,,,,,,,W016
717,717,2665,2,128,18,,27,2021-05-31 20:17:31,2021-05-31 20:17:31,,,1.0,,,,,,,,,W016
716,716,2664,2,128,17,,27,2021-05-31 20:17:31,2021-05-31 20:17:31,,1.0,,,,,,,,,,W016
761,761,2719,2,128,18,,28,2021-06-02 20:07:32,2021-06-02 20:07:32,,,2.0,,,,,,,,,W016
762,762,2720,2,128,19,,11,2021-06-02 20:07:32,2021-06-02 20:07:32,,,,0.0,,,,,,,,W016
763,763,2721,2,128,20,,13,2021-06-02 20:07:32,2021-06-02 20:07:32,,,,,0.0,,,,,,,W016
764,764,2722,2,128,21,,15,2021-06-02 20:07:32,2021-06-02 20:07:32,,,,,,0.0,,,,,,W016
765,765,2723,2,128,22,,17,2021-06-02 20:07:32,2021-06-02 20:07:32,,,,,,,0.0,,,,,W016
766,766,2724,2,128,23,,19,2021-06-02 20:07:32,2021-06-02 20:07:32,,,,,,,,0.0,,,,W016
767,767,2725,2,128,24,,21,2021-06-02 20:07:32,2021-06-02 20:07:32,,,,,,,,,0.0,,,W016
759,759,2717,2,128,16,,5,2021-06-02 20:07:32,2021-06-02 20:07:32,0.0,,,,,,,,,,,W016
760,760,2718,2,128,17,,28,2021-06-02 20:07:32,2021-06-02 20:07:32,,2.0,,,,,,,,,,W016
769,769,2727,2,128,26,,25,2021-06-02 20:07:32,2021-06-02 20:07:32,,,,,,,,,,,0.0,W016
768,768,2726,2,128,25,,23,2021-06-02 20:07:32,2021-06-02 20:07:32,,,,,,,,,,0.0,,W016
