,Unnamed: 0,id,questionnaire_id,user_id,question_id,answer_text,question_option_id,created_at,updated_at,16,17,18,19,20,21,22,23,24,25,26,wereable
139,139,623,2,121,24,,30,2021-03-22 09:27:43,2021-03-22 09:27:43,,,,,,,,,4.0,,,W007
138,138,622,2,121,23,,28,2021-03-22 09:27:43,2021-03-22 09:27:43,,,,,,,,2.0,,,,W007
137,137,621,2,121,22,,29,2021-03-22 09:27:43,2021-03-22 09:27:43,,,,,,,3.0,,,,,W007
141,141,625,2,121,26,sabor margo,25,2021-03-22 09:27:43,2021-03-22 09:27:43,,,,,,,,,,,0.0,W007
135,135,619,2,121,20,,13,2021-03-22 09:27:43,2021-03-22 09:27:43,,,,,0.0,,,,,,,W007
134,134,618,2,121,19,,11,2021-03-22 09:27:43,2021-03-22 09:27:43,,,,0.0,,,,,,,,W007
133,133,617,2,121,18,,9,2021-03-22 09:27:43,2021-03-22 09:27:43,,,0.0,,,,,,,,,W007
136,136,620,2,121,21,,28,2021-03-22 09:27:43,2021-03-22 09:27:43,,,,,,2.0,,,,,,W007
151,151,695,2,121,25,,29,2021-03-24 10:20:36,2021-03-24 10:20:36,,,,,,,,,,3.0,,W007
144,144,688,2,121,18,,9,2021-03-24 10:20:36,2021-03-24 10:20:36,,,0.0,,,,,,,,,W007
145,145,689,2,121,19,,11,2021-03-24 10:20:36,2021-03-24 10:20:36,,,,0.0,,,,,,,,W007
146,146,690,2,121,20,,13,2021-03-24 10:20:36,2021-03-24 10:20:36,,,,,0.0,,,,,,,W007
147,147,691,2,121,21,,29,2021-03-24 10:20:36,2021-03-24 10:20:36,,,,,,3.0,,,,,,W007
148,148,692,2,121,22,,28,2021-03-24 10:20:36,2021-03-24 10:20:36,,,,,,,2.0,,,,,W007
149,149,693,2,121,23,,28,2021-03-24 10:20:36,2021-03-24 10:20:36,,,,,,,,2.0,,,,W007
150,150,694,2,121,24,,29,2021-03-24 10:20:36,2021-03-24 10:20:36,,,,,,,,,3.0,,,W007
152,152,696,2,121,26,boca amarga,25,2021-03-24 10:20:36,2021-03-24 10:20:36,,,,,,,,,,,0.0,W007
142,142,686,2,121,26,,28,2021-03-24 10:20:36,2021-03-24 10:20:36,,,,,,,,,,,2.0,W007
143,143,687,2,121,17,,29,2021-03-24 10:20:36,2021-03-24 10:20:36,,3.0,,,,,,,,,,W007
153,153,707,2,121,26,,5,2021-03-26 11:25:18,2021-03-26 11:25:18,,,,,,,,,,,,W007
155,155,709,2,121,18,,29,2021-03-26 11:25:18,2021-03-26 11:25:18,,,3.0,,,,,,,,,W007
156,156,710,2,121,19,,11,2021-03-26 11:25:18,2021-03-26 11:25:18,,,,0.0,,,,,,,,W007
158,158,712,2,121,21,,29,2021-03-26 11:25:18,2021-03-26 11:25:18,,,,,,3.0,,,,,,W007
159,159,713,2,121,22,,30,2021-03-26 11:25:18,2021-03-26 11:25:18,,,,,,,4.0,,,,,W007
160,160,714,2,121,23,,28,2021-03-26 11:25:18,2021-03-26 11:25:18,,,,,,,,2.0,,,,W007
161,161,715,2,121,24,,29,2021-03-26 11:25:18,2021-03-26 11:25:18,,,,,,,,,3.0,,,W007
162,162,716,2,121,25,,29,2021-03-26 11:25:18,2021-03-26 11:25:18,,,,,,,,,,3.0,,W007
163,163,717,2,121,26,boca amarga,25,2021-03-26 11:25:18,2021-03-26 11:25:18,,,,,,,,,,,0.0,W007
154,154,708,2,121,17,,28,2021-03-26 11:25:18,2021-03-26 11:25:18,,2.0,,,,,,,,,,W007
157,157,711,2,121,20,,13,2021-03-26 11:25:18,2021-03-26 11:25:18,,,,,0.0,,,,,,,W007
