,Unnamed: 0,id,questionnaire_id,user_id,question_id,answer_text,question_option_id,created_at,updated_at,16,17,18,19,20,21,22,23,24,25,26,wereable
847,847,2662,2,174,26,Sequedad y sabor a ierro,31,2021-05-31 17:31:48,2021-05-31 17:31:48,,,,,,,,,,,5.0,W018
853,853,2656,2,174,20,,28,2021-05-31 17:31:48,2021-05-31 17:31:48,,,,,2.0,,,,,,,W018
854,854,2655,2,174,19,,27,2021-05-31 17:31:48,2021-05-31 17:31:48,,,,1.0,,,,,,,,W018
855,855,2654,2,174,18,,34,2021-05-31 17:31:48,2021-05-31 17:31:48,,,8.0,,,,,,,,,W018
851,851,2658,2,174,22,,18,2021-05-31 17:31:48,2021-05-31 17:31:48,,,,,,,10.0,,,,,W018
888,888,2839,2,174,24,,31,2021-06-04 12:55:27,2021-06-04 12:55:27,,,,,,,,,5.0,,,W018
881,881,2832,2,174,17,,8,2021-06-04 12:55:27,2021-06-04 12:55:27,,10.0,,,,,,,,,,W018
887,887,2838,2,174,23,,31,2021-06-04 12:55:27,2021-06-04 12:55:27,,,,,,,,5.0,,,,W018
886,886,2837,2,174,22,,35,2021-06-04 12:55:27,2021-06-04 12:55:27,,,,,,,9.0,,,,,W018
885,885,2836,2,174,21,,31,2021-06-04 12:55:27,2021-06-04 12:55:27,,,,,,5.0,,,,,,W018
884,884,2835,2,174,20,,30,2021-06-04 12:55:27,2021-06-04 12:55:27,,,,,4.0,,,,,,,W018
883,883,2834,2,174,19,,11,2021-06-04 12:55:27,2021-06-04 12:55:27,,,,0.0,,,,,,,,W018
882,882,2833,2,174,18,,31,2021-06-04 12:55:27,2021-06-04 12:55:27,,,5.0,,,,,,,,,W018
880,880,2831,2,174,16,,32,2021-06-04 12:55:27,2021-06-04 12:55:27,6.0,,,,,,,,,,,W018
890,890,2841,2,174,26,,33,2021-06-04 12:55:27,2021-06-04 12:55:27,,,,,,,,,,,7.0,W018
889,889,2840,2,174,25,,33,2021-06-04 12:55:27,2021-06-04 12:55:27,,,,,,,,,,7.0,,W018
825,825,2946,2,174,26,dolor de rodillas y tobillos,25,2021-06-07 15:13:07,2021-06-07 15:13:07,,,,,,,,,,,0.0,W018
827,827,2944,2,174,24,,33,2021-06-07 15:13:07,2021-06-07 15:13:07,,,,,,,,,7.0,,,W018
828,828,2943,2,174,23,,35,2021-06-07 15:13:07,2021-06-07 15:13:07,,,,,,,,9.0,,,,W018
829,829,2942,2,174,22,,35,2021-06-07 15:13:07,2021-06-07 15:13:07,,,,,,,9.0,,,,,W018
831,831,2940,2,174,20,,30,2021-06-07 15:13:07,2021-06-07 15:13:07,,,,,4.0,,,,,,,W018
832,832,2939,2,174,19,,11,2021-06-07 15:13:07,2021-06-07 15:13:07,,,,0.0,,,,,,,,W018
833,833,2938,2,174,18,,35,2021-06-07 15:13:07,2021-06-07 15:13:07,,,9.0,,,,,,,,,W018
834,834,2937,2,174,17,,8,2021-06-07 15:13:07,2021-06-07 15:13:07,,10.0,,,,,,,,,,W018
835,835,2936,2,174,16,,30,2021-06-07 15:13:07,2021-06-07 15:13:07,4.0,,,,,,,,,,,W018
826,826,2945,2,174,25,,34,2021-06-07 15:13:07,2021-06-07 15:13:07,,,,,,,,,,8.0,,W018
830,830,2941,2,174,21,,30,2021-06-07 15:13:07,2021-06-07 15:13:07,,,,,,4.0,,,,,,W018
