date,% in Light_previus_day_0,% in MVPA_previus_day_0,% in Moderate_previus_day_0,% in Sedentary_previus_day_0,% in Very Vigorous_previus_day_0,% in Vigorous_previus_day_0,Average Hourly kcals_previus_day_0,Average MVPA Per Hour_previus_day_0,Axis 1 Average Counts_previus_day_0,Axis 1 CPM_previus_day_0,Axis 1 Counts_previus_day_0,Axis 1 Max Counts_previus_day_0,Axis 2 Average Counts_previus_day_0,Axis 2 CPM_previus_day_0,Axis 2 Counts_previus_day_0,Axis 2 Max Counts_previus_day_0,Axis 3 Average Counts_previus_day_0,Axis 3 CPM_previus_day_0,Axis 3 Counts_previus_day_0,Axis 3 Max Counts_previus_day_0,Lux Average Counts_previus_day_0,Lux Max Counts_previus_day_0,METs_previus_day_0,Number of Epochs_previus_day_0,Number of Freedson (1998) Bouts occurring in this day_previus_day_0,Number of Sedentary Bouts occurring in this day_previus_day_0,Number of Sedentary Breaks occurring in this day_previus_day_0,Steps Average Counts_previus_day_0,Steps Counts_previus_day_0,Steps Max Counts_previus_day_0,Steps Per Minute_previus_day_0,Total MVPA_previus_day_0,Total activity counts of Freedson (1998) Bouts occurring in this day_previus_day_0,Total time of Freedson (1998) Bouts occurring in this day_previus_day_0,Total time of Sedentary Bouts occurring in this day_previus_day_0,Total time of Sedentary Breaks occurring in this day_previus_day_0,Vector Magnitude Average Counts_previus_day_0,Vector Magnitude CPM_previus_day_0,Vector Magnitude Counts_previus_day_0,Vector Magnitude Max Counts_previus_day_0,index_previus_day_0,kcals_previus_day_0,% in Light_previus_day_1,% in MVPA_previus_day_1,% in Moderate_previus_day_1,% in Sedentary_previus_day_1,% in Very Vigorous_previus_day_1,% in Vigorous_previus_day_1,Average Hourly kcals_previus_day_1,Average MVPA Per Hour_previus_day_1,Axis 1 Average Counts_previus_day_1,Axis 1 CPM_previus_day_1,Axis 1 Counts_previus_day_1,Axis 1 Max Counts_previus_day_1,Axis 2 Average Counts_previus_day_1,Axis 2 CPM_previus_day_1,Axis 2 Counts_previus_day_1,Axis 2 Max Counts_previus_day_1,Axis 3 Average Counts_previus_day_1,Axis 3 CPM_previus_day_1,Axis 3 Counts_previus_day_1,Axis 3 Max Counts_previus_day_1,Lux Average Counts_previus_day_1,Lux Max Counts_previus_day_1,METs_previus_day_1,Number of Epochs_previus_day_1,Number of Freedson (1998) Bouts occurring in this day_previus_day_1,Number of Sedentary Bouts occurring in this day_previus_day_1,Number of Sedentary Breaks occurring in this day_previus_day_1,Steps Average Counts_previus_day_1,Steps Counts_previus_day_1,Steps Max Counts_previus_day_1,Steps Per Minute_previus_day_1,Total MVPA_previus_day_1,Total activity counts of Freedson (1998) Bouts occurring in this day_previus_day_1,Total time of Freedson (1998) Bouts occurring in this day_previus_day_1,Total time of Sedentary Bouts occurring in this day_previus_day_1,Total time of Sedentary Breaks occurring in this day_previus_day_1,Vector Magnitude Average Counts_previus_day_1,Vector Magnitude CPM_previus_day_1,Vector Magnitude Counts_previus_day_1,Vector Magnitude Max Counts_previus_day_1,index_previus_day_1,kcals_previus_day_1,16,17,18,19,20,21,22,23,24,25,26,max,sum
2021-05-17 07:07:29,30.67,7.59,7.59,61.74,0.00,0.00,41.682,4.4,110.1,660.8,911303,1481,124.9,749.4,1033601,1466,142.8,856.9,1181812,1868,0,0,1.322,8275,0,20,21,1.1,9164,17,6.6,104.666666666667,0,0.0,427.333333333333,1012.66666666667,235.5,1316.3,1815346.7,2092.0,5,1000.372,30.91,7.23,7.23,61.85,0.00,0.00,41.752,4.3,106.7,640.4,922234,1594,116.5,698.7,1006138,1677,135.5,813.0,1170695,1599,0,0,1.304,8640,0,18,18,1.0,8690,11,6.0,104.166666666667,0,0.0,505.833333333333,934.166666666667,222.8,1248.7,1798153.5,2522.2,6,1002.048,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0
2021-05-19 11:23:25,30.17,7.38,7.38,62.44,0.00,0.00,42.255,4.4,107.4,644.4,927877,1542,120.3,721.8,1039458,1381,138.9,833.5,1200273,1632,0,0,1.312,8640,0,20,19,1.0,8544,12,5.9,106.333333333333,0,0.0,496.833333333333,943.166666666667,228.2,1277.1,1839044.3,2353.0,7,1014.115,30.91,7.54,7.54,61.55,0.00,0.00,40.63,4.3,108.7,652.3,893700,1768,114.8,688.7,943665,1526,135.2,811.1,1111368,1834,0,0,1.314,8221,0,19,18,1.0,8224,12,6.0,103.333333333333,0,0.0,401.5,1038.5,223.4,1248.1,1710070.8,2440.5,8,975.113,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0
2021-05-21 13:13:20,29.35,6.57,6.57,64.07,0.00,0.00,38.769,3.9,100.1,600.3,864439,1758,104.7,627.9,904185,1630,124.9,749.2,1078865,1461,0,0,1.281,8640,0,20,20,0.9,7854,10,5.5,94.6666666666667,0,0.0,444.166666666667,995.833333333333,206.0,1147.1,1651894.4,2307.4,9,930.464,30.46,6.92,6.92,62.62,0.00,0.00,40.838,4.2,104.0,623.9,898425,1773,111.5,668.9,963207,1574,129.8,779.1,1121852,1742,0,0,1.295,8640,0,16,17,1.0,8481,12,5.9,99.6666666666667,0,0.0,428.5,1011.5,214.6,1201.5,1730169.7,2566.8,10,980.104,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0
2021-05-24 09:50:57,33.12,9.02,9.02,57.86,0.00,0.00,42.906,4.9,121.6,729.6,949034,1746,130.6,783.5,1019143,1451,156.7,940.0,1222787,1634,0,0,1.356,7805,0,14,13,1.2,9601,15,7.4,117.333333333333,0,0.0,322.166666666667,1117.83333333333,253.4,1424.7,1853247.4,2374.6,12,1029.734,33.41,7.87,7.87,58.72,0.00,0.00,43.051,4.5,116.1,696.8,954668,1997,131.7,790.1,1082403,1553,151.7,909.9,1246570,1935,0,0,1.33,8220,0,18,18,1.2,9810,17,7.2,107.833333333333,0,0.0,342.833333333333,1097.16666666667,248.6,1392.0,1907072.1,2832.7,13,1033.218,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0
2021-05-26 08:41:58,26.35,4.87,4.87,68.78,0.00,0.00,27.259,2.8,78.3,469.8,611518,1801,86.1,516.8,672666,1347,92.1,552.6,719252,1522,0,0,1.207,7810,0,24,24,0.8,6138,9,4.7,63.3333333333333,0,0.0,451.833333333333,988.166666666667,161.5,890.6,1159205.4,2379.7,14,654.212,20.65,5.69,5.69,73.66,0.00,0.00,29.885,3.4,79.3,476.0,685371,1670,83.6,501.7,722424,1450,84.2,505.0,727271,1718,0,0,1.225,8640,0,28,28,0.7,6113,18,4.2,82.0,0,0.0,734.666666666667,705.333333333333,152.8,856.3,1233107.0,2375.3,15,717.25,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0
2021-05-28 19:58:52,33.16,9.29,9.29,57.55,0.00,0.00,47.174,5.5,127.8,766.7,1052362,1882,131.4,788.1,1081804,1572,152.7,916.4,1257970,1839,0,0,1.373,8236,0,15,16,1.1,9383,10,6.8,127.5,0,0.0,392.5,1047.5,254.6,1431.3,1964753.0,2503.0,16,1132.172,32.71,11.26,11.26,56.03,0.00,0.00,54.235,6.8,142.3,853.9,1229668,2601,126.9,761.2,1096092,1463,159.0,953.9,1373604,1864,0,0,1.426,8640,0,16,16,1.2,10618,13,7.4,162.166666666667,0,0.0,411.666666666667,1028.33333333333,265.9,1489.5,2144828.4,3122.1,17,1301.65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2021-05-31 20:17:31,30.44,11.81,11.81,57.75,0.00,0.00,52.0,6.8,140.1,840.7,1155422,2149,128.6,771.4,1060184,1605,153.1,918.8,1262775,1724,0,0,1.437,8246,1,18,18,1.2,10301,12,7.5,162.333333333333,30881,10.0,388.5,1051.5,260.4,1465.0,2013353.1,2501.0,19,1247.993,33.58,11.34,11.34,55.08,0.00,0.00,55.202,6.8,143.6,861.6,1240768,1845,128.8,773.1,1113198,1958,154.9,929.5,1338502,2064,0,0,1.433,8640,1,17,16,1.2,10388,11,7.2,163.333333333333,32425,10.1666666666667,404.333333333333,1035.66666666667,265.4,1484.6,2137826.6,2661.1,20,1324.85,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0
2021-06-02 20:07:32,29.33,7.40,7.40,63.26,0.00,0.00,39.235,4.2,103.8,622.6,855043,1548,114.8,689.1,946307,1607,138.6,831.4,1141803,1845,0,0,1.305,8240,0,21,21,1.0,7852,14,5.7,101.666666666667,0,0.0,465.0,975.0,222.1,1246.5,1711814.7,2436.7,21,941.634,23.32,6.63,6.63,70.06,0.00,0.00,29.477,3.8,91.1,546.7,663941,2042,86.2,517.5,628479,1304,97.9,587.7,713730,1768,0,0,1.264,7287,0,20,20,0.8,5591,10,4.6,80.5,0,0.0,510.833333333333,929.166666666667,171.8,955.0,1159833.6,2426.6,22,707.442,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0
2021-05-21 07:38:05,30.60,7.92,7.92,61.48,0.00,0.00,19.573,4.3,105.1,630.5,448528,1714,83.2,499.3,355151,1879,125.1,750.8,534069,1695,0,0,1.295,4268,0,3,3,1.0,4297,19,6.0,56.3333333333333,0,0.0,40.5,275.5,198.7,1100.3,782648.9,2905.4,3,469.755,15.60,3.43,3.43,80.97,0.00,0.00,17.075,1.9,50.3,301.7,392986,2063,40.9,245.4,319577,1939,57.7,346.2,450985,1440,0,0,1.134,7815,0,14,14,0.4,3487,11,2.7,44.6666666666667,0,0.0,236.5,1203.5,93.5,520.7,678199.8,3085.2,4,409.793,1.0,1.0,3.0,0.0,1.0,4.0,2.0,1.0,5.0,3.0,0.0,5.0,26.0
2021-05-24 07:19:08,9.94,2.69,2.69,87.37,0.00,0.00,13.76,1.6,37.6,225.7,324951,1961,31.4,188.2,271079,2537,40.6,243.8,351067,1714,0,0,1.103,8640,0,24,25,0.3,2586,15,1.8,38.6666666666667,0,0.0,451.0,989.0,68.4,381.8,549840.9,3569.4,6,330.228,17.33,5.78,5.78,76.90,0.00,0.00,27.636,3.5,74.5,447.2,643966,3115,67.3,403.9,581591,1974,78.4,470.4,677380,1853,0,0,1.217,8640,0,20,20,0.7,6070,15,4.2,83.1666666666667,0,0.0,337.666666666667,1102.33333333333,136.9,764.5,1100810.6,3759.2,7,663.268,1.0,3.0,1.0,1.0,2.0,5.0,3.0,2.0,4.0,4.0,0.0,5.0,31.0
2021-05-26 08:51:02,17.30,7.43,7.43,75.27,0.00,0.00,29.876,4.3,83.2,499.1,686471,2227,86.8,520.7,716128,2148,83.5,501.2,689283,1707,0,0,1.256,8252,3,13,13,0.8,6764,13,4.9,102.166666666667,113697,33.0,256.0,1184.0,158.1,878.3,1207970.5,3151.2,8,717.029,20.11,7.15,7.15,72.75,0.00,0.00,31.088,4.2,89.0,534.3,727714,2828,74.8,449.0,611523,1909,86.7,520.1,708372,1663,0,0,1.26,8172,0,13,14,0.8,6504,16,4.8,97.3333333333333,0,0.0,291.833333333333,1148.16666666667,156.6,870.4,1185461.5,3541.2,9,746.108,1.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,4.0,0.0,4.0,19.0
2021-05-28 08:05:32,17.20,5.96,5.96,76.84,0.00,0.00,27.912,3.6,76.3,457.8,659263,2165,62.1,372.5,536389,1795,78.4,470.5,677577,1787,0,0,1.221,8640,0,17,18,0.6,5608,13,3.9,85.8333333333333,0,0.0,275.833333333333,1164.16666666667,134.9,754.8,1086945.9,2732.3,10,669.886,22.45,7.52,7.52,70.02,0.00,0.00,34.862,4.5,95.2,571.4,822823,2657,81.1,486.8,700969,1833,94.7,568.4,818535,2132,0,0,1.273,8640,0,15,16,0.9,7353,13,5.1,108.333333333333,0,0.0,334.833333333333,1105.16666666667,167.6,941.6,1355874.2,3143.4,11,836.697,1.0,2.0,2.0,0.0,3.0,4.0,1.0,1.0,2.0,3.0,0.0,4.0,23.0
2021-05-31 08:21:37,18.68,7.37,7.37,73.95,0.00,0.00,32.248,4.4,88.7,532.3,766490,2169,72.3,433.6,624411,2359,85.0,509.9,734294,1621,0,0,1.26,8640,1,10,11,0.7,6374,14,4.4,106.166666666667,38373,10.0,218.5,1221.5,153.9,855.2,1231496.5,3004.5,13,773.942,15.79,4.11,4.11,80.10,0.00,0.00,21.082,2.5,55.2,331.2,476914,1504,41.7,250.4,360622,1720,59.6,357.8,515303,1848,0,0,1.157,8640,0,16,17,0.5,3952,10,2.7,59.1666666666667,0,0.0,369.333333333333,1070.66666666667,98.4,548.1,789324.0,2261.8,14,505.958,1.0,3.0,2.0,0.0,2.0,4.0,2.0,1.0,2.0,2.0,0.0,4.0,23.0
2021-06-02 08:42:44,19.39,7.44,7.44,73.17,0.00,0.00,32.514,4.5,90.7,543.9,783270,3222,74.6,447.7,644668,2000,93.3,559.5,805680,1923,0,0,1.261,8640,1,9,10,0.8,6739,13,4.7,107.166666666667,37038,10.1666666666667,178.666666666667,1261.33333333333,160.6,899.6,1295464.8,3706.8,15,780.345,15.73,6.40,6.40,77.87,0.00,0.00,22.062,3.7,73.3,439.8,513067,2061,57.2,343.3,400509,1921,72.0,431.9,503922,1641,0,0,1.221,7000,0,13,14,0.6,4273,17,3.7,74.6666666666667,0,0.0,228.833333333333,1211.16666666667,127.3,705.6,823154.0,2677.7,16,529.489,2.0,1.0,1.0,0.0,2.0,4.0,3.0,2.0,1.0,2.0,0.0,4.0,22.0
2021-06-04 09:13:08,27.04,7.58,7.58,65.37,0.00,0.00,35.854,4.3,101.4,608.1,832710,2615,82.3,493.6,675960,1975,100.2,601.0,822914,2174,0,0,1.285,8216,1,7,8,0.9,7517,15,5.5,103.833333333333,32274,10.0,109.333333333333,1330.66666666667,178.0,987.2,1351856.2,3662.9,17,860.494,19.19,7.33,7.33,73.48,0.00,0.00,32.676,4.4,89.3,536.0,771884,3049,75.2,451.0,649450,1717,88.9,533.6,768442,2125,0,0,1.261,8640,0,16,17,0.8,6949,16,4.8,105.5,0,0.0,353.0,1087.0,157.6,880.6,1268106.2,3788.3,18,784.225,1.0,1.0,1.0,0.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0,4.0,18.0
2021-06-07 08:38:24,18.88,6.44,6.44,74.69,0.00,0.00,29.787,3.9,78.9,473.4,681708,2100,77.3,463.8,667817,2337,79.8,478.6,689217,2331,0,0,1.235,8640,1,18,19,0.7,6154,12,4.3,92.6666666666667,34327,11.5,328.166666666667,1111.83333333333,148.1,817.5,1177168.4,3013.6,20,714.899,16.35,5.07,5.07,78.58,0.00,0.00,24.318,3.0,65.1,390.5,562291,1900,55.8,334.9,482273,1635,68.0,408.1,587678,1778,0,0,1.188,8640,1,11,12,0.6,4817,11,3.3,73.0,38661,10.0,243.166666666667,1196.83333333333,117.7,656.7,945581.2,3044.0,21,583.625,1.0,2.0,2.0,0.0,3.0,4.0,2.0,1.0,1.0,2.0,0.0,4.0,22.0
2021-06-09 09:29:25,21.77,5.95,5.95,72.28,0.00,0.00,29.653,3.6,79.4,476.1,685647,2512,63.5,381.3,549066,2194,74.5,447.1,643861,1824,0,0,1.224,8640,0,15,16,0.7,5993,13,4.2,85.6666666666667,0,0.0,240.666666666667,1199.33333333333,137.0,756.3,1089101.6,3229.5,22,711.679,18.90,6.17,6.17,74.93,0.00,0.00,29.758,3.7,80.3,482.0,694071,2691,64.9,389.5,560921,2585,77.9,467.2,672742,1903,0,0,1.232,8640,0,16,17,0.7,5825,14,4.0,88.8333333333333,0,0.0,335.333333333333,1104.66666666667,139.4,776.1,1117563.7,3545.6,23,714.184,1.0,3.0,3.0,0.0,4.0,4.0,1.0,1.0,0.0,2.0,0.0,4.0,23.0
2021-05-28 09:23:54,23.08,46.15,46.15,30.77,0.00,0.00,0.186,1.0,295.5,1773.2,3842,850,272.4,1634.3,3541,1144,244.5,1467.2,3179,786,0,0,2.188,13,0,0,0,3.5,46,13,21.2,1.0,0,0.0,0.0,0.0,481.9,2822.8,6116.0,1627.6,3,4.456,18.90,1.71,1.71,79.39,0.00,0.00,8.766,1.0,40.7,244.4,190114,1049,34.7,208.2,161954,1163,60.8,365.0,283873,1424,0,0,1.095,4667,0,9,8,0.5,2407,9,3.1,13.3333333333333,0,0.0,174.833333333333,381.666666666667,89.2,486.1,378095.6,1617.6,4,210.388,6.0,6.0,5.0,0.0,6.0,0.0,3.0,6.0,6.0,5.0,4.0,6.0,53.0
2021-05-31 07:34:02,12.95,1.10,1.10,85.96,0.00,0.00,9.575,0.6,26.3,157.8,206320,946,20.4,122.4,160028,953,37.6,225.5,294874,1327,0,0,1.06,7847,0,33,32,0.3,2129,9,1.6,14.3333333333333,0,0.0,542.666666666667,897.333333333333,55.2,301.2,393862.4,1494.8,6,229.801,13.64,1.04,1.04,85.32,0.00,0.00,10.914,0.6,28.4,170.5,234235,906,22.1,132.8,182457,1080,44.6,267.6,367664,2079,0,0,1.066,8243,0,29,29,0.3,2794,11,2.0,14.3333333333333,0,0.0,578.333333333333,861.666666666667,63.2,344.0,472581.6,2183.8,7,261.926,6.0,6.0,6.0,0.0,6.0,0.0,5.0,5.0,5.0,6.0,9.0,9.0,63.0
2021-06-07 08:06:45,14.91,1.52,1.52,83.57,0.00,0.00,11.169,0.7,34.3,206.0,236934,1017,26.1,156.8,180374,1048,52.2,313.0,360097,1201,0,0,1.084,6902,0,21,21,0.4,2814,9,2.4,17.5,0,0.0,403.833333333333,1036.16666666667,74.2,406.2,467271.2,1458.9,13,268.045,13.75,1.33,1.33,84.93,0.00,0.00,10.828,0.7,29.5,177.1,235607,945,25.1,150.8,200533,1196,44.3,265.9,353748,1195,0,0,1.071,7981,0,26,26,0.3,2489,9,1.9,17.6666666666667,0,0.0,566.5,873.5,64.7,353.3,469959.3,1539.2,14,259.866,7.0,6.0,4.0,0.0,4.0,0.0,7.0,0.0,5.0,6.0,8.0,8.0,55.0
